table,column,ours,pub,diff_abs,fail
B,dEP_99_18,-0.03305471415701855,-0.03305471415694872,6.983302824892235e-14,FALSE
B,dEP_99_18,-0.01478690513040403,-0.014786905130264594,1.3943707299901575e-13,FALSE
B,dEP_99_18,0.01714633600724136,0.017146336007243024,1.6653345369377348e-15,FALSE
B,dEP_99_18,-0.03822815007603064,-0.0382281500760463,1.5654144647214707e-14,FALSE
B,dEP_99_18,-0.02935971676735882,-0.029359716767153432,2.05387790108702e-13,FALSE
B,dEP_99_18,-0.01333443177250748,-0.013334431772445863,6.161737786669619e-14,FALSE
B,dEP_99_18,0.04104902232628693,0.04104902232620888,7.805561752505241e-14,FALSE
B,dEP_99_18,0.00420774913874744,0.004207749138777528,3.008791132907973e-14,FALSE
B,dEP_99_18,-0.0051693177449722,-0.005169317744835422,1.367777419103433e-13,FALSE
B,dEP_99_18,0.0271033932594451,0.027103393259424013,2.1087298573974067e-14,FALSE
B,dEP_99_18,0.03491976705373027,0.034919767053553166,1.771013891094242e-13,FALSE
B,dEP_99_18,0.0326884130586417,0.03268841305870168,5.997979890537408e-14,FALSE
B,dEP_99_18,0.05487178839725792,0.05487178839733417,7.625150511003653e-14,FALSE
B,dEP_99_18,0.04855789965111179,0.04855789965114182,3.0031532816110484e-14,FALSE
B,dEP_99_18,-0.05315736806164928,-0.053157368061553245,9.603429163007604e-14,FALSE
B,s_1999,0.17113147397776207,0.17113147397776182,2.498001805406602e-16,FALSE
B,s_1999,0.18617185739488845,0.1861718573948901,1.6375789613221059e-15,FALSE
B,s_1999,0.22030092126380801,0.22030092126380343,4.579669976578771e-15,FALSE
B,s_1999,0.17383569558200648,0.17383569558200654,5.551115123125783e-17,FALSE
B,s_1999,0.11038676390772756,0.11038676390772986,2.3037127760972e-15,FALSE
B,s_1999,0.13817328787380748,0.13817328787380825,7.771561172376096e-16,FALSE
B,s_1999,0.08993971889819735,0.08993971889819657,7.771561172376096e-16,FALSE
B,s_1999,0.08119175507956379,0.08119175507956522,1.429412144204889e-15,FALSE
B,s_1999,0.02412752002073097,0.02412752002072712,3.847616669716558e-15,FALSE
B,s_1999,0.06032885569007724,0.06032885569007942,2.1788126858268697e-15,FALSE
B,s_1999,0.04921104127960168,0.04921104127960113,5.48172618408671e-16,FALSE
B,s_1999,0.05250444040447985,0.0525044404044824,2.546574062733953e-15,FALSE
B,s_1999,0.02678291465609363,0.02678291465609643,2.7998436902265667e-15,FALSE
B,s_1999,0.0755606893609094,0.07556068936090833,1.0685896612017132e-15,FALSE
B,s_1999,0.05590957256889401,0.05590957256888984,4.170275236248244e-15,FALSE
B,s_1999,0.06204774467790653,0.06204774467790884,2.310651670001107e-15,FALSE
B,s_1999,0.01995577936136068,0.01995577936135712,3.559652572704408e-15,FALSE
B,s_1999,0.0492408596119163,0.049240859611915294,1.0061396160665481e-15,FALSE
B,s_1999,0.04735887635521209,0.04735887635521497,2.8796409701214998e-15,FALSE
B,s_1999,0.05728018025352011,0.05728018025351916,9.506284648352903e-16,FALSE
B,s_1999,0.0203930312443533,0.02039303124435289,4.0939474033052647e-16,FALSE
B,s_1999,0.03588480755024424,0.035884807550246846,2.609024107869118e-15,FALSE
B,s_1999,0.02345579524446585,0.023455795244468725,2.876171523169546e-15,FALSE
B,s_1999,0.03065312986866537,0.030653129868661397,3.972516759986888e-15,FALSE
B,s_1999,0.04299806260241062,0.04299806260240974,8.81239525796218e-16,FALSE
B,s_1999,0.04129017076743647,0.04129017076743584,6.314393452555578e-16,FALSE
B,s_1999,0.02459692452452069,0.02459692452452026,4.3021142204224816e-16,FALSE
B,s_1999,0.02928812997943959,0.029288129979442388,2.796374243274613e-15,FALSE
B,s_1999,1,1,0,FALSE
